This is a record of the ancestors of Jesus the Messiah , a descendant of David and of Abraham : ||| Das Buch der Geschichte Jesu Christi , des Sohnes Davids , des Sohnes Abrahams :
Let all who are spiritually mature agree on these things . If you disagree on some point , I believe God will make it plain to you . ||| Laßt uns denn , so viele von uns reif sind , diese Gesinnung haben ; und wenn ihr in irgendeiner Hinsicht anders gesinnt seid , wird Gott euch die obenerwähnte [ Gesinnung ] offenbaren .
But we must hold on to the progress we have already made . ||| Auf jeden Fall laßt uns in dem Maße , wie wir Fortschritte gemacht haben , weiterhin nach derselben festen Ordnung wandeln .
Dear brothers and sisters , pattern your lives after mine , and learn from those who follow our example . ||| Werdet vereint meine Nachahmer , Brüder , und haltet euer Auge auf die gerichtet , welche auf eine Weise wandeln , die dem Vorbild entspricht , das ihr in uns habt .
For I have told you often before , and I say it again with tears in my eyes , that there are many whose conduct shows they are really enemies of the cross of Christ . ||| Denn es gibt viele , ich pflegte sie oft zu erwähnen , erwähne sie jetzt aber auch weinend , die als die Feinde des Marterpfahls des Christus wandeln ,
They are headed for destruction . Their god is their appetite , they brag about shameful things , and they think only about this life here on earth . ||| und ihr Ende ist Vernichtung , und ihr Gott ist ihr Bauch , und ihre Herrlichkeit besteht in ihrer Schande , und ihr Sinn steht nach Dingen auf der Erde .
But we are citizens of heaven , where the Lord Jesus Christ lives . And we are eagerly waiting for him to return as our Savior . ||| Was uns betrifft , unser Bürgerrecht besteht in den Himmeln , von woher wir auch sehnlich einen Retter erwarten , den Herrn Jesus Christus ,
He will take our weak mortal bodies and change them into glorious bodies like his own , using the same power with which he will bring everything under his control . ||| der unseren Leib der Niedrigkeit umgestalten wird , damit er seinem Leib der Herrlichkeit gleichförmig werde , gemäß der Wirksamkeit der Kraft , mit der er sich auch alle Dinge unterwerfen kann .
Therefore , my dear brothers and sisters , stay true to the Lord . I love you and long to see you , dear friends , for you are my joy and the crown I receive for my work . ||| Daher , meine geliebten und ersehnten Brüder , meine Freude und Krone , steht in dieser Weise fest im Herrn , Geliebte .
Now I appeal to Euodia and Syntyche . Please , because you belong to the Lord , settle your disagreement . ||| Euọdia ermahne ich und Syntỵche ermahne ich , gleichen Sinnes im Herrn zu sein .
And I ask you , my true partner , to help these two women , for they worked hard with me in telling others the Good News . They worked along with Clement and the rest of my co-workers , whose names are written in the Book of Life . ||| Ja , ich bitte auch dich , echter Jochgenosse , steh diesen [ Frauen ] weiterhin bei , die für die gute Botschaft Seite an Seite mit mir gestritten haben , zusammen mit Klemens und auch den übrigen meiner Mitarbeiter , deren Namen im Buch des Lebens stehen .
Always be full of joy in the Lord . I say it againrejoice ! ||| Freut euch allezeit im Herrn . Nochmals will ich sagen : Freut euch !
Let everyone see that you are considerate in all you do . Remember , the Lord is coming soon . ||| Laßt eure Vernünftigkeit allen Menschen bekanntwerden . Der Herr ist nahe .
Don’t worry about anything ; instead , pray about everything . Tell God what you need , and thank him for all he has done . ||| Seid um nichts ängstlich besorgt , sondern laßt in allem durch Gebet und Flehen zusammen mit Danksagung eure Bitten bei Gott bekanntwerden ;
Then you will experience God’s peace , which exceeds anything we can understand . His peace will guard your hearts and minds as you live in Christ Jesus . ||| und der Frieden Gottes , der alles Denken übertrifft , wird euer Herz und eure Denkkraft durch Christus Jesus behüten .
And now , dear brothers and sisters , one final thing . Fix your thoughts on what is true , and honorable , and right , and pure , and lovely , and admirable . Think about things that are excellent and worthy of praise . ||| Schließlich , Brüder , alles , was wahr , alles , was von ernsthaftem Interesse ist , alles , was gerecht , alles , was keusch , alles , was liebenswert ist , alles , worüber gut gesprochen wird , wenn es irgendeine Tugend und irgend etwas Lobenswertes gibt , diese Dinge erwägt weiterhin .
Keep putting into practice all you learned and received from meeverything you heard from me and saw me doing . Then the God of peace will be with you . ||| Die Dinge , die ihr gelernt und auch angenommen und gehört und in Verbindung mit mir gesehen habt , diese setzt in die Tat um , und der Gott des Friedens wird mit euch sein .
How I praise the Lord that you are concerned about me again . I know you have always been concerned for me , but you didn’t have the chance to help me . ||| Ich freue mich sehr im Herrn , daß ihr jetzt endlich euer Denken zu meinen Gunsten wieder belebt habt , worauf ihr wirklich bedacht wart , doch fehlte euch die Gelegenheit .
Not that I was ever in need , for I have learned how to be content with whatever I have . ||| Nicht , daß ich dies eines Mangels wegen sage , denn ich habe gelernt , unter welchen Umständen ich mich auch immer befinde , selbstgenügsam zu sein .
I know how to live on almost nothing or with everything . I have learned the secret of living in every situation , whether it is with a full stomach or empty , with plenty or little . ||| Ich weiß tatsächlich , wie man [ an Mitteln ] knapp sein kann , ich weiß tatsächlich , wie man Überfluß haben kann . In allem und unter allen Umständen habe ich das Geheimnis kennengelernt , sowohl satt zu sein als auch zu hungern , sowohl Überfluß zu haben als auch Mangel zu leiden .
For I can do everything through Christ , who gives me strength . ||| Für alles bin ich stark durch den , der mir Kraft verleiht .
Even so , you have done well to share with me in my present difficulty . ||| Dessenungeachtet habt ihr gut daran getan , daß ihr mit mir an meiner Drangsal teilgenommen habt .
As you know , you Philippians were the only ones who gave me financial help when I first brought you the Good News and then traveled on from Macedonia . No other church did this . ||| In der Tat , ihr Philịpper wißt auch , daß im Anfang der Verkündigung der guten Botschaft , als ich von Mazedọnien abreiste , keine Versammlung mit mir in der Sache des Gebens und Empfangens teilnahm , außer ihr allein ;
Even when I was in Thessalonica you sent help more than once . ||| denn selbst nach Thessalọnich sandtet ihr mir sowohl einmal als auch ein zweites Mal etwas für meine Bedürfnisse .
I don’t say this because I want a gift from you . Rather , I want you to receive a reward for your kindness . ||| Nicht , daß ich ernstlich die Gabe suche , sondern ich suche ernstlich die Frucht , die eurem Konto mehr Guthaben einträgt .
At the moment I have all I needand more ! I am generously supplied with the gifts you sent me with Epaphroditus . They are a sweet-smelling sacrifice that is acceptable and pleasing to God . ||| Jedoch habe ich alles vollauf und habe Überfluß . Ich habe in Fülle , jetzt , da ich von Epaphrodịtus die Dinge von euch erhalten habe , einen lieblichen Wohlgeruch , ein annehmbares Schlachtopfer , Gott wohlgefällig .
And this same God who takes care of me will supply all your needs from his glorious riches , which have been given to us in Christ Jesus . ||| Mein Gott seinerseits wird alle eure Bedürfnisse nach dem Maße seines Reichtums in Herrlichkeit durch Christus Jesus völlig befriedigen .
Now all glory to God our Father forever and ever ! Amen . ||| Unserem Gott und Vater sei nun die Herrlichkeit für immer und ewig . Amen .
Give my greetings to each of God’s holy peopleall who belong to Christ Jesus . The brothers who are with me send you their greetings . ||| Richtet meine Grüße jedem Heiligen aus , der in Gemeinschaft mit Christus Jesus ist . Die Brüder , die bei mir sind , senden euch ihre Grüße .
And all the rest of God’s people send you greetings , too , especially those in Caesar’s household . ||| Alle Heiligen , besonders aber die vom Hause Cäsars , senden euch ihre Grüße .
May the grace of the Lord Jesus Christ be with your spirit . ||| Die unverdiente Güte des Herrn Jesus Christus [ sei ] mit dem Geist , den ihr [ bekundet ] .
This letter is from Paul , chosen by the will of God to be an apostle of Christ Jesus , and from our brother Timothy . ||| Paulus , ein Apostel Christi Jesu durch Gottes Willen , und Timọtheus , [ unser ] Bruder ,
We are writing to God’s holy people in the city of Colosse , who are faithful brothers and sisters in Christ . May God our Father give you grace and peace . ||| an die Heiligen und treuen Brüder in Gemeinschaft mit Christus in Kolọssä : Unverdiente Güte und Friede sei euch von Gott , unserem Vater .
We always pray for you , and we give thanks to God , the Father of our Lord Jesus Christ . ||| Wir danken Gott , dem Vater unseres Herrn Jesus Christus , allezeit , wenn wir für euch beten ,
For we have heard of your faith in Christ Jesus and your love for all of God’s people , ||| da wir von eurem Glauben in Verbindung mit Christus Jesus gehört haben und der Liebe , die ihr zu allen Heiligen habt ,
which come from your confident hope of what God has reserved for you in heaven . You have had this expectation ever since you first heard the truth of the Good News . ||| wegen der Hoffnung , die für euch in den Himmeln aufbehalten ist . Von dieser [ Hoffnung ] habt ihr zuvor durch die Verkündigung der Wahrheit von dieser guten Botschaft gehört ,
This same Good News that came to you is going out all over the world . It is bearing fruit everywhere by changing lives , just as it changed your lives from the day you first heard and understood the truth about God’s wonderful grace . ||| die sich euch dargeboten hat , gleichwie sie in der ganzen Welt Frucht trägt und zunimmt , so wie auch unter euch , seit dem Tag , an dem ihr gehört und die unverdiente Güte Gottes in Wahrheit genau kennengelernt habt .
